timestamp,turbine_id,wind_speed,wind_direction,power_output
2026-01-01T00:00:00+00:00,T01,13.376,180.0,8.015
2026-01-01T00:00:00+00:00,T02,8.186,180.0,1.967
2026-01-01T00:00:00+00:00,T03,13.071,180.0,8.016
2026-01-01T00:00:00+00:00,T04,12.373,180.0,7.742
2026-01-01T00:00:00+00:00,T05,,180.0,0.92
2026-01-01T01:00:00+00:00,T01,8.56,200.706,2.391
2026-01-01T01:00:00+00:00,T02,11.352,200.706,5.766
2026-01-01T01:00:00+00:00,T03,10.77,200.706,5.079
2026-01-01T01:00:00+00:00,T04,9.269,200.706,3.346
2026-01-01T01:00:00+00:00,T05,8.725,200.706,2.681
2026-01-01T02:00:00+00:00,T01,9.662,220.0,3.564
2026-01-01T02:00:00+00:00,T02,,220.0,6.196
2026-01-01T02:00:00+00:00,T03,17.85,220.0,8.034
2026-01-01T02:00:00+00:00,T04,10.634,220.0,4.848
2026-01-01T02:00:00+00:00,T05,13.972,220.0,8.071
2026-01-01T03:00:00+00:00,T01,8.015,236.569,2.122
2026-01-01T03:00:00+00:00,T02,12.359,236.569,7.545
2026-01-01T03:00:00+00:00,T03,12.464,236.569,7.676
2026-01-01T03:00:00+00:00,T04,8.862,236.569,2.83
2026-01-01T03:00:00+00:00,T05,5.413,236.569,0.718
2026-01-01T04:00:00+00:00,T01,7.544,249.282,1.624
2026-01-01T04:00:00+00:00,T02,4.063,249.282,0.228
2026-01-01T04:00:00+00:00,T03,11.214,249.282,5.761
2026-01-01T04:00:00+00:00,T04,8.977,249.282,3.077
2026-01-01T04:00:00+00:00,T05,20.991,249.282,7.996
2026-01-01T05:00:00+00:00,T01,9.477,257.274,3.334
2026-01-01T05:00:00+00:00,T02,10.624,257.274,4.804
2026-01-01T05:00:00+00:00,T03,14.102,257.274,7.914
2026-01-01T05:00:00+00:00,T04,11.936,257.274,6.852
2026-01-01T05:00:00+00:00,T05,12.702,257.274,7.772
2026-01-01T06:00:00+00:00,T01,12.378,260.0,7.564
2026-01-01T06:00:00+00:00,T02,13.292,260.0,7.978
2026-01-01T06:00:00+00:00,T03,10.65,260.0,4.729
2026-01-01T06:00:00+00:00,T04,8.047,260.0,2.188
2026-01-01T06:00:00+00:00,T05,17.838,260.0,8.003
2026-01-01T07:00:00+00:00,T01,10.002,257.274,3.927
2026-01-01T07:00:00+00:00,T03,5.23,257.274,0.609
2026-01-01T07:00:00+00:00,T04,9.647,257.274,3.534
2026-01-01T07:00:00+00:00,T05,,257.274,5.743
2026-01-01T08:00:00+00:00,T01,13.823,249.282,8.048
2026-01-01T08:00:00+00:00,T02,11.839,249.282,6.758
2026-01-01T08:00:00+00:00,T03,9.015,249.282,2.708
2026-01-01T08:00:00+00:00,T04,13.791,249.282,8.004
2026-01-01T08:00:00+00:00,T05,13.994,249.282,7.964
2026-01-01T09:00:00+00:00,T02,14.132,236.569,8.127
2026-01-01T09:00:00+00:00,T03,9.402,236.569,3.129
2026-01-01T09:00:00+00:00,T04,10.981,236.569,5.237
2026-01-01T09:00:00+00:00,T05,11.532,236.569,6.152
2026-01-01T10:00:00+00:00,T01,6.982,220.0,1.398
2026-01-01T10:00:00+00:00,T02,12.126,220.0,7.071
2026-01-01T10:00:00+00:00,T03,7.677,220.0,2.018
2026-01-01T10:00:00+00:00,T04,18.282,220.0,8.019
2026-01-01T10:00:00+00:00,T05,5.958,220.0,0.861
2026-01-01T11:00:00+00:00,T01,15.238,200.706,8.172
2026-01-01T11:00:00+00:00,T02,7.982,200.706,1.973
2026-01-01T11:00:00+00:00,T03,17.77,200.706,8.091
2026-01-01T11:00:00+00:00,T04,10.045,200.706,4.081
2026-01-01T11:00:00+00:00,T05,13.284,200.706,8.124
2026-01-01T12:00:00+00:00,T01,12.628,180.0,8.031
2026-01-01T12:00:00+00:00,T02,8.755,180.0,2.642
2026-01-01T12:00:00+00:00,T03,8.772,180.0,2.427
2026-01-01T12:00:00+00:00,T04,11.749,180.0,6.503
2026-01-01T12:00:00+00:00,T05,10.997,180.0,5.372
2026-01-01T13:00:00+00:00,T01,12.089,159.294,7.213
2026-01-01T13:00:00+00:00,T02,10.512,159.294,4.589
2026-01-01T13:00:00+00:00,T03,11.118,159.294,5.568
2026-01-01T13:00:00+00:00,T04,18.795,159.294,8.207
2026-01-01T13:00:00+00:00,T05,15.193,159.294,8.153
2026-01-01T14:00:00+00:00,T01,14.628,140.0,7.695
2026-01-01T14:00:00+00:00,T02,6.993,140.0,1.366
2026-01-01T14:00:00+00:00,T03,7.589,140.0,1.802
2026-01-01T14:00:00+00:00,T04,7.306,140.0,1.654
2026-01-01T14:00:00+00:00,T05,13.677,140.0,7.979
2026-01-01T15:00:00+00:00,T02,14.672,123.431,7.895
2026-01-01T15:00:00+00:00,T03,8.744,123.431,2.806
2026-01-01T15:00:00+00:00,T04,10.996,123.431,5.551
2026-01-01T15:00:00+00:00,T05,8.805,123.431,2.739
2026-01-01T16:00:00+00:00,T01,12.556,110.718,7.795
2026-01-01T16:00:00+00:00,T02,10.215,110.718,4.314
2026-01-01T16:00:00+00:00,T03,16.819,110.718,7.95
2026-01-01T16:00:00+00:00,T04,16.307,110.718,7.956
2026-01-01T16:00:00+00:00,T05,14.707,110.718,8.013
2026-01-01T17:00:00+00:00,T01,14.703,102.726,8.107
2026-01-01T17:00:00+00:00,T02,9.092,102.726,3.101
2026-01-01T17:00:00+00:00,T03,12.909,102.726,7.892
2026-01-01T17:00:00+00:00,T04,10.489,102.726,4.602
2026-01-01T17:00:00+00:00,T05,13.72,102.726,8.11
2026-01-01T18:00:00+00:00,T01,11.989,100.0,6.867
2026-01-01T18:00:00+00:00,T02,13.204,100.0,8.039
2026-01-01T18:00:00+00:00,T03,6.587,100.0,1.488
2026-01-01T18:00:00+00:00,T04,9.919,100.0,3.87
2026-01-01T18:00:00+00:00,T05,8.005,100.0,1.885
2026-01-01T19:00:00+00:00,T01,15.576,102.726,7.731
2026-01-01T19:00:00+00:00,T02,10.568,102.726,4.699
2026-01-01T19:00:00+00:00,T03,10.793,102.726,5.104
2026-01-01T19:00:00+00:00,T04,10.822,102.726,5.081
2026-01-01T19:00:00+00:00,T05,9.653,102.726,3.636
2026-01-01T20:00:00+00:00,T01,13.718,110.718,7.812
2026-01-01T20:00:00+00:00,T02,11.563,110.718,6.19
2026-01-01T20:00:00+00:00,T03,7.519,110.718,1.629
2026-01-01T20:00:00+00:00,T04,11.462,110.718,6.039
2026-01-01T20:00:00+00:00,T05,6.824,110.718,1.118
2026-01-01T21:00:00+00:00,T01,14.35,123.431,8.049
2026-01-01T21:00:00+00:00,T02,16.306,123.431,8.079
2026-01-01T21:00:00+00:00,T03,13.547,123.431,7.869
2026-01-01T21:00:00+00:00,T04,5.992,123.431,0.789
2026-01-01T21:00:00+00:00,T05,12.6,123.431,7.838
2026-01-01T22:00:00+00:00,T01,12.728,140.0,7.835
2026-01-01T22:00:00+00:00,T02,9.552,140.0,3.351
2026-01-01T22:00:00+00:00,T03,9.16,140.0,3.161
2026-01-01T22:00:00+00:00,T04,14.277,140.0,7.955
2026-01-01T22:00:00+00:00,T05,16.12,140.0,8.108
2026-01-01T23:00:00+00:00,T01,15.638,159.294,8.139
2026-01-01T23:00:00+00:00,T02,11.197,159.294,5.52
2026-01-01T23:00:00+00:00,T03,4.295,159.294,0.428
2026-01-01T23:00:00+00:00,T04,10.591,159.294,4.775
2026-01-01T23:00:00+00:00,T05,11.864,159.294,7.065
