timestamp,turbine_id,wind_speed,wind_direction,power_output
2026-01-01T00:00:00+00:00,T11,13.069,180.0,8.025
2026-01-01T00:00:00+00:00,T12,11.149,180.0,5.599
2026-01-01T00:00:00+00:00,T13,9.095,180.0,3.096
2026-01-01T00:00:00+00:00,T14,14.997,180.0,7.933
2026-01-01T00:00:00+00:00,T15,10.766,180.0,1.476
2026-01-01T01:00:00+00:00,T12,9.451,200.706,3.241
2026-01-01T01:00:00+00:00,T13,13.449,200.706,8.083
2026-01-01T01:00:00+00:00,T14,12.668,200.706,7.934
2026-01-01T01:00:00+00:00,T15,16.175,200.706,2.362
2026-01-01T02:00:00+00:00,T11,11.264,220.0,5.8
2026-01-01T02:00:00+00:00,T12,11.86,220.0,6.93
2026-01-01T02:00:00+00:00,T13,11.336,220.0,6.005
2026-01-01T02:00:00+00:00,T14,14.587,220.0,7.938
2026-01-01T02:00:00+00:00,T15,11.689,220.0,1.895
2026-01-01T03:00:00+00:00,T11,12.417,236.569,7.742
2026-01-01T03:00:00+00:00,T12,6.193,236.569,0.898
2026-01-01T03:00:00+00:00,T13,5.129,236.569,0.536
2026-01-01T03:00:00+00:00,T14,12.685,236.569,8.037
2026-01-01T03:00:00+00:00,T15,11.141,236.569,1.677
2026-01-01T04:00:00+00:00,T11,12.068,249.282,7.068
2026-01-01T04:00:00+00:00,T12,7.227,249.282,1.393
2026-01-01T04:00:00+00:00,T13,10.695,249.282,5.032
2026-01-01T04:00:00+00:00,T14,13.634,249.282,8.069
2026-01-01T05:00:00+00:00,T11,11.334,257.274,5.768
2026-01-01T05:00:00+00:00,T12,11.952,257.274,7.047
2026-01-01T05:00:00+00:00,T13,11.606,257.274,6.171
2026-01-01T05:00:00+00:00,T14,8.169,257.274,2.392
2026-01-01T05:00:00+00:00,T15,9.09,257.274,0.873
2026-01-01T06:00:00+00:00,T11,,260.0,3.92
2026-01-01T06:00:00+00:00,T12,7.426,260.0,1.705
2026-01-01T06:00:00+00:00,T13,9.056,260.0,3.0
2026-01-01T06:00:00+00:00,T14,11.522,260.0,6.048
2026-01-01T06:00:00+00:00,T15,9.181,260.0,0.905
2026-01-01T07:00:00+00:00,T11,4.888,257.274,0.391
2026-01-01T07:00:00+00:00,T12,10.869,257.274,5.227
2026-01-01T07:00:00+00:00,T13,6.826,257.274,1.25
2026-01-01T07:00:00+00:00,T14,10.468,257.274,4.682
2026-01-01T07:00:00+00:00,T15,12.404,257.274,2.31
2026-01-01T08:00:00+00:00,T11,9.5,249.282,3.486
2026-01-01T08:00:00+00:00,T12,7.367,249.282,1.737
2026-01-01T08:00:00+00:00,T13,11.517,249.282,6.122
2026-01-01T08:00:00+00:00,T14,8.445,249.282,2.55
2026-01-01T08:00:00+00:00,T15,11.195,249.282,1.596
2026-01-01T09:00:00+00:00,T11,17.017,236.569,8.188
2026-01-01T09:00:00+00:00,T12,10.15,236.569,4.059
2026-01-01T09:00:00+00:00,T13,10.314,236.569,4.605
2026-01-01T09:00:00+00:00,T14,6.531,236.569,1.191
2026-01-01T09:00:00+00:00,T15,11.621,236.569,1.87
2026-01-01T10:00:00+00:00,T11,11.83,220.0,6.7
2026-01-01T10:00:00+00:00,T12,14.619,220.0,7.979
2026-01-01T10:00:00+00:00,T13,11.741,220.0,6.556
2026-01-01T10:00:00+00:00,T15,9.765,220.0,1.214
2026-01-01T11:00:00+00:00,T11,11.196,200.706,5.617
2026-01-01T11:00:00+00:00,T12,10.442,200.706,4.638
2026-01-01T11:00:00+00:00,T13,6.615,200.706,1.21
2026-01-01T11:00:00+00:00,T14,7.88,200.706,1.832
2026-01-01T11:00:00+00:00,T15,6.836,200.706,0.369
2026-01-01T12:00:00+00:00,T11,10.143,180.0,4.081
2026-01-01T12:00:00+00:00,T12,7.858,180.0,1.9
2026-01-01T12:00:00+00:00,T13,14.0,180.0,7.977
2026-01-01T12:00:00+00:00,T14,8.943,180.0,2.736
2026-01-01T12:00:00+00:00,T15,7.743,180.0,0.603
2026-01-01T13:00:00+00:00,T11,14.48,159.294,7.999
2026-01-01T13:00:00+00:00,T12,8.861,159.294,2.909
2026-01-01T13:00:00+00:00,T13,10.154,159.294,4.258
2026-01-01T13:00:00+00:00,T14,11.535,159.294,6.345
2026-01-01T13:00:00+00:00,T15,9.479,159.294,0.959
2026-01-01T14:00:00+00:00,T11,11.756,140.0,6.478
2026-01-01T14:00:00+00:00,T12,9.811,140.0,3.825
2026-01-01T14:00:00+00:00,T13,11.483,140.0,5.987
2026-01-01T14:00:00+00:00,T14,9.374,140.0,3.234
2026-01-01T14:00:00+00:00,T15,8.772,140.0,0.817
2026-01-01T15:00:00+00:00,T11,7.906,123.431,1.784
2026-01-01T15:00:00+00:00,T12,9.437,123.431,3.279
2026-01-01T15:00:00+00:00,T13,10.856,123.431,5.065
2026-01-01T15:00:00+00:00,T14,11.719,123.431,6.495
2026-01-01T15:00:00+00:00,T15,4.487,123.431,0.093
2026-01-01T16:00:00+00:00,T11,16.135,110.718,8.144
2026-01-01T16:00:00+00:00,T12,8.63,110.718,2.398
2026-01-01T16:00:00+00:00,T13,10.916,110.718,5.133
2026-01-01T16:00:00+00:00,T14,7.934,110.718,2.006
2026-01-01T16:00:00+00:00,T15,8.769,110.718,0.838
2026-01-01T17:00:00+00:00,T11,10.809,102.726,4.905
2026-01-01T17:00:00+00:00,T12,11.63,102.726,6.151
2026-01-01T17:00:00+00:00,T13,11.841,102.726,6.629
2026-01-01T17:00:00+00:00,T14,7.71,102.726,1.815
2026-01-01T17:00:00+00:00,T15,7.986,102.726,0.616
2026-01-01T18:00:00+00:00,T11,10.265,100.0,4.38
2026-01-01T18:00:00+00:00,T12,11.011,100.0,5.098
2026-01-01T18:00:00+00:00,T13,8.745,100.0,2.609
2026-01-01T18:00:00+00:00,T14,9.818,100.0,3.714
2026-01-01T18:00:00+00:00,T15,7.574,100.0,0.567
2026-01-01T19:00:00+00:00,T11,8.785,102.726,2.754
